Departure_IATA,Arrival_IATA,Airline_IATA,Flight_Date,Flight_Number
X188,X103,QH,2025-11-08,QH7601
X165,X269,MK,2025-09-09,MK2183
X166,X192,TK,2025-07-21,TK6564
X334,X101,UK,2025-11-28,UK1584
X175,X131,CZ,2025-02-23,CZ1929
X332,X152,UK,2025-12-14,UK892
X154,X121,KU,2025-03-26,KU3708
X216,X244,DL,2025-12-26,DL6553
X320,LAX,DT,2025-12-01,DT4405
X280,X224,KM,2025-09-21,KM9173
X295,X183,SA,2025-05-14,SA8894
X118,X158,GA,2025-05-12,GA4817
X101,X219,AH,2025-10-16,AH822
ZRH,X294,AV,2025-11-16,AV6378
X292,X186,AY,2025-10-07,AY8044
GIG,X215,W6,2025-11-30,W66657
X241,X140,WY,2025-09-28,WY9200
X293,LPL,VS,2025-08-18,VS1165
X152,X302,MK,2025-03-27,MK5647
X210,X117,UK,2025-01-07,UK6492
X172,X223,CZ,2025-06-02,CZ4732
X144,X120,W6,2025-02-19,W66234
X264,X187,SG,2025-06-03,SG513
X256,X349,QF,2025-11-03,QF8755
X100,X220,EK,2025-06-27,EK7232
LBA,X241,HY,2025-03-27,HY6066
X205,BOD,KL,2025-06-17,KL7636
X245,CPH,JT,2025-10-30,JT5670
X147,X327,FR,2025-12-16,FR1999
X158,X134,F9,2025-07-04,F91625
X307,X170,TS,2025-03-13,TS8994
X187,X276,NK,2025-04-26,NK1014
X312,X286,SV,2025-12-28,SV5493
AKL,X162,MS,2025-03-04,MS6683
MNL,X320,AM,2025-06-13,AM8954
DFW,X161,TS,2025-08-22,TS6907
X288,AKL,KC,2025-10-13,KC8132
ZRH,X136,AH,2025-03-04,AH1340
BSL,X109,AY,2025-12-17,AY4768
X162,X176,NZ,2025-11-30,NZ6596
X310,DUS,KQ,2025-02-18,KQ5449
MXP,X156,AY,2025-05-15,AY3358
X166,HEL,JA,2025-06-22,JA1485
CPT,X258,B6,2025-12-30,B65202
X194,X118,HY,2025-01-20,HY2619
X307,X216,J2,2025-08-12,J25472
HND,BOG,OZ,2025-12-13,OZ683
STR,X145,OS,2025-04-04,OS1465
X304,X118,TK,2025-06-28,TK1876
X243,X178,KC,2025-03-08,KC9855
X175,HKG,EY,2025-10-23,EY9353
X143,X241,HY,2025-09-11,HY6355
X314,X118,JL,2025-10-06,JL3463
MBJ,BSB,J2,2025-03-22,J28822
X132,WLG,KM,2025-11-15,KM4652
X219,X190,LX,2025-03-27,LX3997
X179,X169,CA,2025-02-22,CA5678
X312,X178,VS,2025-01-26,VS4552
X213,HND,MK,2025-03-18,MK3261
X202,X256,UA,2025-09-21,UA1563
X203,MEL,TP,2025-03-14,TP6824
X175,MAN,B6,2025-11-09,B62471
FCO,X337,WN,2025-08-22,WN7698
X102,HEL,MU,2025-06-02,MU5835
X139,X213,NH,2025-01-08,NH1404
X210,X183,AI,2025-07-31,AI1638
X179,X152,RO,2025-01-04,RO8029
X160,MNL,AA,2025-03-31,AA2812
NTE,CGN,LX,2025-12-11,LX3553
X171,X178,QH,2025-07-19,QH284
X329,X347,F9,2025-06-08,F97404
X306,KEF,VB,2025-08-27,VB5881
X102,X123,CX,2025-03-19,CX3756
JNB,X192,VB,2025-03-14,VB1680
X179,X112,H2,2025-09-08,H2412
CWL,X325,VN,2025-06-19,VN6323
X330,X152,Y4,2025-05-22,Y46947
X146,X326,UL,2025-04-15,UL5275
MNL,X212,UA,2025-03-15,UA1109
X316,X298,ME,2025-05-18,ME201
X314,X291,AI,2025-08-08,AI7126
X336,X167,WY,2025-07-27,WY5818
X319,X148,RJ,2025-07-24,RJ3186
X207,X246,AM,2025-03-18,AM9380
X122,LBA,VA,2025-04-14,VA2967
X315,X283,MS,2025-06-03,MS4791
X179,NCL,AR,2025-02-10,AR6074
X116,X277,SQ,2025-01-05,SQ8666
X284,X230,DL,2025-02-17,DL468
X235,PTY,CA,2025-10-27,CA5153
X247,BER,AR,2025-11-11,AR6365
BSB,X333,HU,2025-09-03,HU8968
CWL,X172,AR,2025-03-12,AR4124
DUB,X312,KU,2025-01-26,KU7199
X237,HAM,J2,2025-03-10,J28545
X184,X172,MS,2025-05-13,MS2003
X178,X286,VN,2025-02-16,VN4512
LIS,X133,SA,2025-02-25,SA7469
X180,X162,PR,2025-03-03,PR2532
CAI,HAM,BT,2025-09-14,BT127
X301,X199,TP,2025-09-10,TP8341
X249,X123,JL,2025-04-30,JL2784
X301,X165,MS,2025-04-08,MS4576
X293,X271,RO,2025-05-08,RO3917
X203,X278,TU,2025-12-30,TU1198
CDG,X268,GA,2025-11-17,GA3300
X138,SAL,FJ,2025-10-26,FJ9752
X187,X194,VN,2025-09-10,VN6736
JNB,X184,DT,2025-10-24,DT4975
X185,LBA,NZ,2025-02-02,NZ1144
X207,X284,FZ,2025-03-22,FZ6180
X194,HKG,NK,2025-07-26,NK3036
DEL,X338,SA,2025-05-03,SA9357
PEK,X346,RJ,2025-08-25,RJ6879
PTY,X305,OB,2025-11-11,OB665
CAI,X183,AS,2025-06-12,AS1013
X254,X151,AY,2025-04-20,AY2029
X346,HEL,W6,2025-09-29,W6805
X136,MBJ,CA,2025-02-21,CA8943
X317,DEL,BT,2025-01-06,BT8113
ICN,GVA,JL,2025-03-22,JL5305
GUA,X109,SA,2025-08-26,SA7525
X319,X325,ET,2025-03-19,ET5150
X268,X159,ET,2025-05-23,ET1699
CDG,X338,PR,2025-07-29,PR3521
X173,X149,HY,2025-11-04,HY937
X242,X101,AD,2025-11-06,AD2130
HAJ,CGN,PR,2025-12-12,PR5620
X164,X255,SK,2025-05-30,SK3418
X287,ICN,VA,2025-01-17,VA2253
X327,EDI,TG,2025-02-25,TG6083
X239,NAS,MH,2025-05-16,MH9981
X319,X124,AM,2025-01-22,AM5355
DFW,X099,UK,2025-01-02,UK3458
X165,X132,TS,2025-10-05,TS3431
PEK,X140,W6,2025-03-04,W61445
X323,X153,GA,2025-05-13,GA2343
X224,X345,FI,2025-04-19,FI5065
ARN,X279,PR,2025-06-13,PR7771
DEN,X273,MK,2025-07-02,MK5933
X104,X233,OB,2025-06-29,OB6082
X184,X212,TP,2025-05-22,TP6800
MXP,X113,KC,2025-06-30,KC9125
X239,X330,TP,2025-11-28,TP5908
HAM,X336,IB,2025-02-10,IB9128
X292,ATH,6E,2025-10-22,6E1526
X110,CGK,SV,2025-11-04,SV600
X180,X215,F9,2025-08-25,F92677
X256,BOG,CX,2025-07-06,CX1281
GIG,X236,U2,2025-05-02,U24635
X123,X242,UK,2025-07-25,UK2278
DUB,X246,TS,2025-09-06,TS2634
X220,DXB,OB,2025-07-18,OB471
CHC,X221,TS,2025-02-10,TS3149
X277,X158,AF,2025-05-08,AF997
X320,X316,WY,2025-06-04,WY4274
X150,X310,F9,2025-10-30,F91151
BFS,LIM,AC,2025-02-26,AC832
STR,X302,JA,2025-01-18,JA5336
X182,MEL,NZ,2025-07-13,NZ8186
X204,X155,FR,2025-10-10,FR9422
X217,X310,AH,2025-11-27,AH2602
X300,LBA,6E,2025-10-21,6E4506
HAM,BER,EY,2025-05-20,EY4288
X138,CHC,AV,2025-07-04,AV5718
X236,X197,TS,2025-04-29,TS3409
X342,X128,Y4,2025-06-08,Y43986
LPL,STR,KM,2025-05-09,KM3059
X181,X239,JU,2025-02-02,JU8757
BOM,BSL,WS,2025-04-22,WS6413
X169,X304,F9,2025-03-26,F96430
LIS,KIN,VN,2025-05-21,VN5652
X184,X153,KL,2025-07-18,KL5626
BUD,BOD,LX,2025-08-05,LX1442
X303,X245,NK,2025-08-26,NK3095
LPL,X195,AV,2025-08-29,AV7313
X166,CGK,KM,2025-08-24,KM8302
X267,X171,AA,2025-02-14,AA8312
BRS,X111,AC,2025-01-22,AC6701
LIS,KEF,HX,2025-07-05,HX9161
X263,NBO,SA,2025-09-17,SA3912
GVA,GUA,AF,2025-08-08,AF9550
X099,LYS,SK,2025-12-31,SK1992
X336,X107,KU,2025-12-30,KU7991
X156,LHR,MU,2025-09-10,MU1329
X278,X314,PC,2025-10-14,PC7249
X130,DOH,AA,2025-05-10,AA8669
X241,LBA,FR,2025-06-26,FR3130
WAW,X325,OS,2025-10-27,OS4641
X297,NBO,GF,2025-08-01,GF7749
NUE,SIN,MS,2025-02-22,MS4000
X099,IST,GA,2025-04-12,GA4438
X295,X212,EY,2025-09-20,EY9617
X300,X314,VS,2025-02-19,VS3109
X257,ZRH,Y4,2025-03-30,Y4935
SIN,X328,EW,2025-10-05,EW5985
X167,X314,GA,2025-04-10,GA1624
X191,X294,RJ,2025-08-04,RJ4751
OSL,X246,A3,2025-06-20,A39595
X216,X190,FZ,2025-01-18,FZ6088
MUC,X116,EW,2025-05-31,EW6969
X162,X146,QF,2025-04-21,QF9731
X233,LAX,FR,2025-02-05,FR4883
LBA,X127,FZ,2025-03-16,FZ7378
DEN,X214,FI,2025-01-28,FI8307
X261,X190,JT,2025-12-17,JT2704
X107,X164,OS,2025-05-13,OS8885
X150,X252,TS,2025-07-29,TS8798
SJO,NCL,AV,2025-03-18,AV3655
POS,X173,GA,2025-07-21,GA3582
X128,X328,CZ,2025-02-28,CZ3021
X128,X303,FJ,2025-11-30,FJ3733
X258,X233,J2,2025-05-11,J24337
X194,X305,VA,2025-05-17,VA9813
X203,X285,6E,2025-06-18,6E8032
BER,X277,TR,2025-04-02,TR6750
X210,X162,PR,2025-11-02,PR6603
PEK,HAN,CZ,2025-10-21,CZ1757
X189,X258,Y4,2025-07-31,Y49314
POS,DUB,VY,2025-01-14,VY2515
X327,X102,A3,2025-02-19,A37823
X228,X179,MH,2025-10-07,MH9307
X197,X281,LA,2025-10-17,LA6129
X207,BSB,KL,2025-12-08,KL6448
X316,X335,FI,2025-03-07,FI181
X330,X255,F9,2025-12-28,F99738
X346,X202,KE,2025-02-17,KE1763
BRU,X251,QR,2025-01-09,QR5695
X343,BOG,AV,2025-10-14,AV1975
X125,X115,MH,2025-07-01,MH918
X344,X266,B6,2025-01-31,B62946
X103,X184,CZ,2025-05-04,CZ4114
X279,X184,B6,2025-07-03,B66924
KEF,BFS,GF,2025-03-26,GF1016
X190,X215,SG,2025-10-03,SG4078
AMS,X285,MS,2025-05-29,MS5864
X176,HKG,IB,2025-02-11,IB7359
X239,X142,EW,2025-05-07,EW6631
HAN,X254,SQ,2025-09-11,SQ9041
X304,X131,TR,2025-02-26,TR3104
X225,DEN,U2,2025-04-03,U21591
ARN,NBO,JL,2025-09-27,JL3726
LYS,HAN,KC,2025-09-19,KC1451
X208,CHC,AF,2025-09-12,AF3097
POS,LHR,NH,2025-11-15,NH1311
X124,X330,MH,2025-09-05,MH664
X138,X261,TP,2025-12-12,TP4692
X099,X187,MU,2025-12-14,MU6907
X248,X304,CZ,2025-05-27,CZ9732
LPL,MNL,MH,2025-05-31,MH2694
MAN,X270,JL,2025-11-20,JL8351
X233,JNB,FZ,2025-07-03,FZ5712
X243,X123,HU,2025-07-09,HU1962
X152,PTY,TU,2025-07-23,TU6883
X159,X204,GA,2025-12-05,GA8674
X266,X255,HY,2025-11-25,HY3329
PTY,X222,SA,2025-12-26,SA109
X178,X146,KM,2025-10-22,KM8870
X239,EZE,TU,2025-08-26,TU3819
X256,X217,VB,2025-11-15,VB1872
NBO,X132,RO,2025-07-19,RO4624
X302,X273,HY,2025-06-28,HY9367
GVA,X191,F9,2025-05-14,F91127
SIN,X139,J2,2025-04-24,J23750
X319,LIM,NZ,2025-03-15,NZ1189
X202,X162,HU,2025-05-18,HU3722
X347,X309,AV,2025-08-14,AV7767
X286,X125,AT,2025-05-06,AT7901
MEL,X251,ME,2025-09-07,ME883
X276,X190,KU,2025-12-05,KU3891
X269,X175,KQ,2025-10-03,KQ417
X188,NBO,TK,2025-08-22,TK5832
X152,X324,AI,2025-03-03,AI7444
X099,X258,CZ,2025-02-05,CZ9628
PTY,CWL,HY,2025-03-14,HY7640
X269,X120,CA,2025-09-15,CA6347
X254,X186,AS,2025-12-15,AS3806
X343,X275,WS,2025-06-04,WS9712
X270,X254,TP,2025-02-09,TP190
X305,AKL,AS,2025-02-04,AS4270
X183,X111,OB,2025-07-16,OB4273
STR,X183,KC,2025-06-05,KC3886
X110,X143,QR,2025-02-05,QR5871
X300,X205,BT,2025-06-15,BT4693
X261,X161,HU,2025-10-20,HU4733
SYD,X278,TS,2025-04-05,TS1949
HEL,X344,JU,2025-12-02,JU6520
X196,X216,LH,2025-09-17,LH8934
X348,X209,BA,2025-07-15,BA8537
CHC,MBJ,AI,2025-05-15,AI2954
X267,X289,MK,2025-11-03,MK6729
LIS,X285,HX,2025-03-29,HX1129
X185,X123,AR,2025-03-24,AR9812
MAD,X167,VA,2025-01-23,VA4563
X215,X339,JT,2025-11-17,JT6379
X257,X272,UA,2025-01-28,UA4299
X180,X311,LA,2025-05-18,LA2331
LHR,X271,F9,2025-07-29,F99709
X156,BUD,JT,2025-01-05,JT9577
X237,DFW,DT,2025-07-15,DT6305
DUS,FRA,FI,2025-05-03,FI595
GUA,EZE,VY,2025-12-26,VY4421
X198,X193,LO,2025-12-11,LO955
X344,POS,WB,2025-10-04,WB8893
X256,X194,CX,2025-02-06,CX4094
X195,BRS,JL,2025-01-16,JL5504
X248,BSB,VN,2025-10-27,VN9335
X154,X300,AT,2025-04-08,AT2871
X120,X100,J2,2025-03-11,J22389
X238,X142,FR,2025-11-30,FR9528
SIN,X133,AV,2025-09-02,AV367
X111,X138,SQ,2025-12-20,SQ3664
X159,CGK,AR,2025-09-27,AR2578
X195,MEL,EI,2025-02-12,EI2768
HEL,X200,TK,2025-09-14,TK8111
X193,X217,TG,2025-05-03,TG2971
X225,X144,HX,2025-07-20,HX5900
YYZ,SDQ,SQ,2025-05-12,SQ8166
NUE,X220,AM,2025-05-20,AM9196
X293,X197,QH,2025-10-29,QH2251
X212,HEL,VN,2025-11-03,VN2656
X152,X326,NK,2025-01-20,NK1540
X221,ATH,AA,2025-09-14,AA4373
X262,MXP,B6,2025-10-01,B66976
CHC,BOM,VS,2025-04-28,VS4637
X245,AKL,AT,2025-03-28,AT3430
X157,X222,CZ,2025-06-07,CZ3437
X139,X223,DL,2025-08-26,DL5181
X242,X108,KC,2025-01-18,KC9486
X108,X334,OS,2025-11-01,OS2117
PUJ,X350,GA,2025-12-27,GA7740
X300,X250,AC,2025-08-30,AC7231
SCL,X298,SV,2025-11-23,SV9630
BSB,X117,EY,2025-01-07,EY225
X287,X181,KL,2025-10-26,KL7397
X332,X253,KC,2025-01-21,KC2210
X343,X237,AV,2025-04-15,AV1961
X318,SJO,JT,2025-04-18,JT8353
X306,X250,G3,2025-03-28,G35646
X252,X148,A3,2025-03-23,A33357
X214,CGN,LO,2025-06-30,LO5019
X290,X310,AI,2025-02-21,AI5633
FCO,X210,PC,2025-02-03,PC540
X271,X151,AV,2025-04-22,AV1635
X259,X154,J2,2025-01-16,J27477
PEK,X142,AV,2025-08-29,AV5181
X299,X170,LA,2025-01-13,LA4412
X231,BOG,W6,2025-08-20,W61613
X285,BKK,SK,2025-10-20,SK3736
X261,CAI,VN,2025-11-04,VN5985
X320,ATH,CX,2025-04-13,CX2424
X105,X163,GF,2025-05-29,GF4419
LEJ,X131,ET,2025-11-04,ET8663
BHX,X338,SK,2025-03-30,SK267
X180,X242,FI,2025-01-14,FI3772
X229,PEK,MS,2025-03-20,MS1430
X221,POS,HU,2025-11-11,HU6334
X249,X320,WS,2025-08-31,WS902
X328,X135,AV,2025-06-21,AV7080
POS,FCO,EW,2025-11-26,EW9285
X334,X141,6E,2025-09-01,6E1641
X236,X108,TK,2025-01-30,TK3235
X202,X279,KU,2025-10-20,KU3622
X184,X213,FR,2025-09-06,FR7218
X163,PEK,VB,2025-09-08,VB5424
X220,X329,IB,2025-08-29,IB8898
X337,X276,IB,2025-05-28,IB5808
X244,ATH,IB,2025-03-02,IB8585
X224,X114,UA,2025-04-20,UA3573
X327,X314,A3,2025-03-10,A32170
SYD,BRS,F9,2025-12-12,F96321
ORD,X222,A3,2025-04-14,A34989
X293,X155,HX,2025-07-30,HX2183
X244,DXB,GA,2025-09-15,GA2288
CDG,X237,UA,2025-03-03,UA1588
STR,GIG,QR,2025-10-28,QR4326
X206,X160,EY,2025-07-04,EY3123
X217,X244,ET,2025-11-10,ET7834
X205,X182,J2,2025-10-31,J23192
X292,X314,TU,2025-11-19,TU7019
X152,TLS,TK,2025-09-06,TK2673
X334,DOH,SK,2025-07-10,SK4736
X331,X169,TP,2025-10-05,TP2332
HEL,X296,DT,2025-10-15,DT1069
X121,FCO,FR,2025-05-03,FR6087
X165,HEL,MH,2025-12-12,MH1090
X119,ATL,F9,2025-09-30,F91870
X287,X349,SG,2025-02-23,SG9731
X340,X294,JT,2025-10-09,JT1762
X121,X117,AD,2025-02-10,AD9351
DXB,X126,MH,2025-06-04,MH2980
NCL,X241,EK,2025-01-04,EK5600
X333,X163,OB,2025-09-30,OB7940
X230,X129,LA,2025-03-30,LA3695
VIE,X143,KU,2025-11-04,KU7082
X104,YYZ,W6,2025-04-16,W65808
X345,BSB,LA,2025-09-25,LA9099
X247,X138,FR,2025-03-21,FR8010
PEK,X210,VY,2025-06-08,VY9886
X144,PEK,AS,2025-02-15,AS220
X263,X327,TG,2025-05-17,TG5371
X239,X300,HX,2025-11-21,HX7551
X176,X326,TU,2025-02-24,TU1837
X221,X220,LO,2025-05-16,LO9512
X186,X111,ME,2025-04-04,ME2258
X119,X178,Y4,2025-10-25,Y43582
X226,X249,NZ,2025-10-24,NZ3821
JNB,X202,EK,2025-02-03,EK4994
BER,X305,MK,2025-05-05,MK6284
X216,X311,CX,2025-11-23,CX1253
X194,X247,SA,2025-04-28,SA579
MBJ,X125,DT,2025-10-10,DT3260
SJO,X264,WN,2025-06-19,WN6752
X336,BFS,HU,2025-08-27,HU1297
X166,BCN,W6,2025-03-28,W65049
