flightnumber,DepartureIATA,ArrivalIATA,AirlineIATA,flightdate
RO614232,BOG,DOH,RO,2023-01-28
HX315220,DEL,NBO,HX,2023-01-28
VA538749,BSB,CPT,VA,2023-01-28
EK307533,MEL,DEL,EK,2023-01-28
F9728220,YYZ,NTE,F9,2023-01-28
MU612221,HAV,LIM,MU,2023-01-28
AD133744,CGN,HND,AD,2023-01-28
JA667849,NUE,MRS,JA,2023-01-28
SG270696,HAM,DFW,SG,2023-01-28
GA599068,MNL,BSB,GA,2023-01-29
EW052807,HKG,ORD,EW,2023-01-29
KC839173,BER,BHX,KC,2023-01-29
VY987312,DEN,LEJ,VY,2023-01-29
FJ852145,HAM,CPH,FJ,2023-01-29
MH300271,ATL,NCE,MH,2023-01-29
SQ860281,MUC,BOD,SQ,2023-01-29
SQ481000,KIN,AKL,SQ,2023-01-29
KM282650,BCN,DFW,KM,2023-01-29
EI234522,GRU,MXP,EI,2023-01-29
EY836244,CPT,LEJ,EY,2023-01-29
WS998609,HEL,BCN,WS,2023-01-29
VA894293,DFW,DEL,VA,2023-01-29
LX068225,BOM,KIN,LX,2023-01-29
NH605432,JNB,HAV,NH,2023-01-29
TR702881,HEL,JNB,TR,2023-01-29
WS090695,VIE,GLA,WS,2023-01-29
AI860630,DFW,HAM,AI,2023-01-29
KC245167,HND,KEF,KC,2023-01-29
KU645839,SCL,HAM,KU,2023-01-29
DL568833,SJO,GUA,DL,2023-01-29
JL401081,BRS,LIS,JL,2023-01-29
HY094639,KEF,BHX,HY,2023-01-29
AC816056,MNL,WAW,AC,2023-01-29
KQ996677,CPT,DXB,KQ,2023-01-29
LO326238,GRU,KEF,LO,2023-01-29
UA439809,CAI,YYZ,UA,2023-01-29
G3221211,CHC,AKL,G3,2023-01-29
CX979129,BOG,MEX,CX,2023-01-29
PC477946,DUS,BOG,PC,2023-01-30
VS451875,PRG,AKL,VS,2023-01-30
SK471941,LHR,MXP,SK,2023-01-30
MS537218,PRG,BHX,MS,2023-01-30
VB876678,MAN,FCO,VB,2023-01-30
MK878763,NUE,GVA,MK,2023-01-30
PR626227,DEL,BFS,PR,2023-01-30
A3629384,BRS,GRU,A3,2023-01-30
WB472783,IST,BHX,WB,2023-01-30
MH514640,CWL,BFS,MH,2023-01-30
EY005345,LBA,PTY,EY,2023-01-30
EI321545,BER,SAL,EI,2023-01-30
KC897558,NTE,DOH,KC,2023-01-30
FI749174,OSL,DEL,FI,2023-01-30
DT097908,BSB,CGN,DT,2023-01-30
F9156235,POS,BRS,F9,2023-01-30
BT811752,CDG,MAN,BT,2023-01-30
F9796382,BHX,BER,F9,2023-01-31
AT037748,DFW,DEN,AT,2023-01-31
LH390062,LEJ,GUA,LH,2023-01-31
SQ162490,BOD,DOH,SQ,2023-01-31
WY054934,JNB,BCN,WY,2023-01-31
AC878147,BOG,MXP,AC,2023-01-31
LO938511,HAN,MRS,LO,2023-01-31
KL934844,JNB,EZE,KL,2023-01-31
QF728374,BOM,ARN,QF,2023-01-31
BA959681,FCO,GLA,BA,2023-01-31
AA834120,MXP,DXB,AA,2023-01-31
JU091723,FCO,ATH,JU,2023-01-31
6E757910,LEJ,BRU,6E,2023-01-31
B6853984,WAW,LYS,B6,2023-01-31
CZ525155,MBJ,ICN,CZ,2023-01-31
EI435288,LEJ,YYZ,EI,2023-01-31
UL796749,BFS,FCO,UL,2023-01-31
EK849789,DOH,SIN,EK,2023-01-31
NH780497,CPH,BOM,NH,2023-01-31
AR618660,ORD,LIS,AR,2023-01-31
B6452461,GVA,BSL,B6,2023-01-31
KU786619,PUJ,NTE,KU,2023-01-31
Y4837475,BHX,SDQ,Y4,2023-01-31
TR667489,LBA,HAM,TR,2023-01-31
OB071244,CHC,ARN,OB,2023-01-31
6E644819,BSL,NTE,6E,2023-01-31
TS652686,AMS,PUJ,TS,2023-01-31
B6050880,MUC,BOD,B6,2023-02-01
SG923346,SYD,MEL,SG,2023-02-01
ME526773,SIN,HEL,ME,2023-02-01
QF796571,SIN,CWL,QF,2023-02-01
MU543495,AKL,LBA,MU,2023-02-01
6E035175,EZE,NUE,6E,2023-02-01
RJ095028,CGN,IST,RJ,2023-02-01
AF305684,PTY,STR,AF,2023-02-01
LO269130,VIE,ATL,LO,2023-02-01
VY355542,KEF,NUE,VY,2023-02-01
SG109010,OSL,LPL,SG,2023-02-01
OZ172287,ARN,BUD,OZ,2023-02-01
PX092756,HAN,BSB,PX,2023-02-01
KM153963,SGN,MUC,KM,2023-02-01
CX654590,DXB,LIM,CX,2023-02-01
AC751780,BKK,LEJ,AC,2023-02-01
TS187306,ORD,LYS,TS,2023-02-01
AH857650,IST,HAV,AH,2023-02-01
FJ516571,BFS,HAV,FJ,2023-02-01
HX979978,DOH,LEJ,HX,2023-02-01
JU464679,BUD,NCE,JU,2023-02-01
A3522084,OSL,AKL,A3,2023-02-02
UL448971,CPT,NCL,UL,2023-02-02
NH543719,SGN,GUA,NH,2023-02-02
MS710490,KEF,PEK,MS,2023-02-02
IB873051,BCN,SJO,IB,2023-02-02
UA371575,MAD,YYZ,UA,2023-02-02
ET237062,HND,ORD,ET,2023-02-02
W6282845,HAM,PTY,W6,2023-02-02
MS477232,DEN,HEL,MS,2023-02-02
AH175462,PRG,MRS,AH,2023-02-02
AV885705,MAD,DOH,AV,2023-02-02
VA829269,AKL,ATL,VA,2023-02-02
H2090579,WLG,BRS,H2,2023-02-02
FI089042,BER,CWL,FI,2023-02-02
FZ770773,LYS,CAI,FZ,2023-02-02
AD530516,FRA,BSL,AD,2023-02-02
UK191921,AMS,LYS,UK,2023-02-03
VN760421,FCO,JNB,VN,2023-02-03
H2302964,GUA,HEL,H2,2023-02-03
LO791275,WAW,DXB,LO,2023-02-03
LO938220,DFW,HEL,LO,2023-02-03
OB336952,CHC,GIG,OB,2023-02-03
QF063117,LBA,CWL,QF,2023-02-03
EY168873,HEL,CGN,EY,2023-02-03
SV989175,MEL,AKL,SV,2023-02-03
SQ847311,NCE,HKG,SQ,2023-02-03
AT131294,HAN,MBJ,AT,2023-02-03
LX893052,BOG,NCL,LX,2023-02-03
QR465757,ORD,CPT,QR,2023-02-03
EW723850,LAX,LYS,EW,2023-02-03
WS167364,SYD,STR,WS,2023-02-03
PC177834,HND,BOG,PC,2023-02-04
VN960586,NAS,BOG,VN,2023-02-04
KM030892,WAW,POS,KM,2023-02-04
MU711705,MBJ,MNL,MU,2023-02-04
AC040645,ATH,CPH,AC,2023-02-04
6E074070,OSL,MBJ,6E,2023-02-04
VA930684,CWL,BOG,VA,2023-02-04
KQ163391,DFW,MBJ,KQ,2023-02-04
OZ582644,ZRH,PTY,OZ,2023-02-04
PC589568,BHX,LIS,PC,2023-02-04
TU674871,MUC,HKG,TU,2023-02-04
EK588595,ZRH,BHX,EK,2023-02-04
JL340052,SIN,BKK,JL,2023-02-04
DL215540,BSL,ORD,DL,2023-02-04
OB241570,PEK,BKK,OB,2023-02-04
KC505139,BKK,BSB,KC,2023-02-05
LA366482,AKL,BHX,LA,2023-02-05
QF652257,ZRH,CGN,QF,2023-02-05
MS994814,BCN,NTE,MS,2023-02-05
MS681695,FRA,LIM,MS,2023-02-05
U2226696,MAN,BSL,U2,2023-02-05
LA765552,NCE,BOM,LA,2023-02-05
KC434974,NAS,BUD,KC,2023-02-05
UA469955,POS,NAS,UA,2023-02-05
FZ064128,CHC,ARN,FZ,2023-02-05
VN639250,WAW,NTE,VN,2023-02-05
FZ412554,CPH,DEL,FZ,2023-02-05
QH531413,DOH,BOG,QH,2023-02-05
KE394221,SYD,SAL,KE,2023-02-05
AC380425,EZE,JNB,AC,2023-02-05
AM230746,GVA,BCN,AM,2023-02-05
KE582444,BUD,BOM,KE,2023-02-05
AR438821,MNL,LIM,AR,2023-02-05
IB978894,ATL,LBA,IB,2023-02-05
MS118236,DXB,VIE,MS,2023-02-05
WB389096,KEF,LHR,WB,2023-02-05
HU871161,CDG,NCL,HU,2023-02-05
G3447392,SGN,CDG,G3,2023-02-05
CZ810519,MRS,HND,CZ,2023-02-05
MS468320,MEL,BOM,MS,2023-02-06
VY402047,HAM,AMS,VY,2023-02-06
AH320491,JNB,LIS,AH,2023-02-06
AF201534,HAV,SGN,AF,2023-02-06
NZ320221,MBJ,DFW,NZ,2023-02-06
TS495605,BKK,NCL,TS,2023-02-06
UL832130,BKK,PUJ,UL,2023-02-06
MS338087,DEL,FRA,MS,2023-02-06
UA893031,HKG,BCN,UA,2023-02-06
IB557001,BKK,CGK,IB,2023-02-06
VY539239,MRS,ORD,VY,2023-02-06
QH135079,ORD,CPH,QH,2023-02-06
PC522250,PUJ,OSL,PC,2023-02-06
RJ472468,SCL,CPT,RJ,2023-02-06
H2082644,SIN,BFS,H2,2023-02-06
KE956046,GRU,BKK,KE,2023-02-06
VB305800,PTY,DUB,VB,2023-02-06
TS337137,DFW,FCO,TS,2023-02-06
UK289781,GIG,BER,UK,2023-02-06
JU458262,NBO,GIG,JU,2023-02-06
DT894511,BUD,BHX,DT,2023-02-06
WY451046,YYZ,AMS,WY,2023-02-06
UA802720,GVA,NCE,UA,2023-02-06
RO255827,BHX,WLG,RO,2023-02-06
OS445267,HEL,ICN,OS,2023-02-06
OZ137997,ZRH,DEN,OZ,2023-02-06
QH969303,VIE,ICN,QH,2023-02-06
EI211754,ATL,VIE,EI,2023-02-07
CX778034,YYZ,BOD,CX,2023-02-07
SK127593,BFS,DEN,SK,2023-02-07
AV820505,BSL,BKK,AV,2023-02-07
AV481123,EZE,LBA,AV,2023-02-07
DL176138,LIS,BRU,DL,2023-02-07
MU112182,DUS,SAL,MU,2023-02-07
AI308333,PTY,DXB,AI,2023-02-07
G3540501,DOH,DFW,G3,2023-02-07
G3906101,POS,ORD,G3,2023-02-07
BA177235,AKL,POS,BA,2023-02-07
WY061147,DUS,NCE,WY,2023-02-07
PR883529,IST,MAN,PR,2023-02-07
MU175346,AKL,LAX,MU,2023-02-07
WS519496,KEF,NTE,WS,2023-02-07
J2787792,HAJ,LYS,J2,2023-02-07
QR732443,ARN,TLS,QR,2023-02-07
PX722735,LEJ,ORD,PX,2023-02-07
RO929785,NAS,BUD,RO,2023-02-07
KU395101,SGN,ATH,KU,2023-02-07
KC235256,HND,BER,KC,2023-02-08
SG790737,HND,MBJ,SG,2023-02-08
H2243655,NUE,VIE,H2,2023-02-08
JL136369,HKG,NCE,JL,2023-02-08
HU051450,BFS,PTY,HU,2023-02-08
SG646172,MNL,NUE,SG,2023-02-08
EK889899,LHR,GLA,EK,2023-02-08
PX505276,MBJ,STR,PX,2023-02-08
CZ144050,BRU,CDG,CZ,2023-02-08
RJ678094,FCO,DUS,RJ,2023-02-08
VY238338,EDI,HKG,VY,2023-02-08
LX156754,MBJ,AMS,LX,2023-02-08
HU569982,CPT,SAL,HU,2023-02-08
QH344141,AKL,NBO,QH,2023-02-08
W6442606,LEJ,ATL,W6,2023-02-08
CA319156,IST,SIN,CA,2023-02-08
VY295019,SCL,KIN,VY,2023-02-08
AM107312,HAV,LIM,AM,2023-02-08
CA275152,CAI,GUA,CA,2023-02-08
IB924962,LYS,MXP,IB,2023-02-08
BT734892,FCO,KIN,BT,2023-02-08
CA051419,BHX,BRS,CA,2023-02-08
B6349676,MRS,SGN,B6,2023-02-08
AH409982,HEL,DXB,AH,2023-02-09
AR799048,LEJ,GUA,AR,2023-02-09
JU400061,HAN,NBO,JU,2023-02-09
OB875107,NCE,PEK,OB,2023-02-09
LX846671,BOG,BUD,LX,2023-02-09
EW731272,MAN,ICN,EW,2023-02-09
QR169611,AKL,PEK,QR,2023-02-09
JL216916,PUJ,MXP,JL,2023-02-09
KL662909,BER,NBO,KL,2023-02-09
AH449632,LIS,GRU,AH,2023-02-09
JL764667,BRU,SYD,JL,2023-02-09
VB945519,BOD,CDG,VB,2023-02-09
AY527543,BUD,SCL,AY,2023-02-09
TP257808,SYD,CGN,TP,2023-02-09
SA223559,BSL,NBO,SA,2023-02-09
CX481763,KEF,DEN,CX,2023-02-09
TU403354,DEL,NCL,TU,2023-02-09
PX235222,MNL,HND,PX,2023-02-09
OS252969,MAD,LEJ,OS,2023-02-09
F9330436,EDI,DFW,F9,2023-02-09
JT650489,LPL,HKG,JT,2023-02-09
Y4924741,BSB,CDG,Y4,2023-02-09
B6015805,HKG,CGK,B6,2023-02-09
CA412374,GRU,MBJ,CA,2023-02-09
GF008820,MEL,MRS,GF,2023-02-09
RO340889,BUD,MEL,RO,2023-02-09
RO681188,FRA,DEL,RO,2023-02-09
HU093807,TLS,OSL,HU,2023-02-09
LH388708,SIN,IST,LH,2023-02-09
AM376734,LAX,HEL,AM,2023-02-09
AF984185,WLG,MEX,AF,2023-02-09
AH935874,GIG,IST,AH,2023-02-09
KE852382,AKL,BFS,KE,2023-02-09
EI052575,GIG,DUS,EI,2023-02-10
QH162410,CGN,CPH,QH,2023-02-10
KQ402879,ICN,AMS,KQ,2023-02-10
HX087694,AMS,MEL,HX,2023-02-10
Y4829749,LHR,CPT,Y4,2023-02-10
KU915731,MBJ,MUC,KU,2023-02-10
SA153531,BRU,GRU,SA,2023-02-10
VB101106,BKK,HEL,VB,2023-02-10
W6046316,EZE,ATL,W6,2023-02-10
VY456056,GUA,SCL,VY,2023-02-10
LH930958,OSL,AMS,LH,2023-02-10
EK383955,ZRH,LPL,EK,2023-02-10
H2658232,CHC,ARN,H2,2023-02-10
KL781757,HAM,BSB,KL,2023-02-10
PC608300,AKL,SGN,PC,2023-02-10
AS848792,DFW,POS,AS,2023-02-10
GA463828,MRS,BHX,GA,2023-02-10
TU254728,LPL,CPH,TU,2023-02-10
MU929952,SYD,HAN,MU,2023-02-10
OB765024,CWL,MEL,OB,2023-02-10
EI779956,LHR,TLS,EI,2023-02-10
FI241699,BSB,GRU,FI,2023-02-10
U2338378,DFW,HEL,U2,2023-02-10
VY917395,MNL,MEX,VY,2023-02-10
6E746067,DEL,HAJ,6E,2023-02-10
WN176461,BUD,WLG,WN,2023-02-10
VB497647,SGN,BUD,VB,2023-02-10
KM910326,HAJ,PTY,KM,2023-02-10
WS383693,YYZ,DEL,WS,2023-02-10
EW473932,POS,LAX,EW,2023-02-11
AY347673,NCL,WAW,AY,2023-02-11
KC753156,LEJ,SGN,KC,2023-02-11
WY770513,SAL,MAN,WY,2023-02-11
TR360810,HEL,MRS,TR,2023-02-11
FJ531079,ZRH,LIS,FJ,2023-02-11
G3544744,ZRH,SJO,G3,2023-02-11
VS342204,BSL,LAX,VS,2023-02-11
SA610485,ZRH,HEL,SA,2023-02-11
FI206985,IST,STR,FI,2023-02-11
U2228885,MBJ,HAN,U2,2023-02-11
PR131012,MXP,KIN,PR,2023-02-11
KL623546,MNL,SYD,KL,2023-02-11
KU871125,MBJ,GIG,KU,2023-02-11
UK248706,BSL,MNL,UK,2023-02-11
EI153034,SJO,AKL,EI,2023-02-11
TR157523,ARN,DOH,TR,2023-02-11
TS134692,WLG,ARN,TS,2023-02-11
PC585771,KIN,SIN,PC,2023-02-11
TG638223,LPL,PUJ,TG,2023-02-12
RJ253034,MRS,KIN,RJ,2023-02-12
DT489824,BCN,BSB,DT,2023-02-12
LO240927,HAJ,CGK,LO,2023-02-12
QR518914,CGN,FCO,QR,2023-02-12
SK330676,MEL,HND,SK,2023-02-12
TR970235,BSB,MEX,TR,2023-02-12
EI223590,NUE,CDG,EI,2023-02-12
NZ652602,MEX,BOG,NZ,2023-02-12
VA890263,DOH,LPL,VA,2023-02-12
MH449532,HND,YYZ,MH,2023-02-12
VA576860,BOG,HEL,VA,2023-02-12
RJ850891,FRA,HKG,RJ,2023-02-12
IB748820,HKG,EDI,IB,2023-02-12
KU714451,HAM,ORD,KU,2023-02-12
FI209981,ORD,HAV,FI,2023-02-12
RJ990741,SYD,KIN,RJ,2023-02-12
KC423609,MBJ,AMS,KC,2023-02-12
B6670912,HAM,CHC,B6,2023-02-12
VB626638,SCL,NCE,VB,2023-02-12
FJ196474,LYS,ATH,FJ,2023-02-12
OS445016,GIG,ORD,OS,2023-02-12
AY218856,HND,AMS,AY,2023-02-12
CX385369,CGK,EZE,CX,2023-02-12
G3289834,BRU,BRS,G3,2023-02-12
KC871238,HAN,CDG,KC,2023-02-12
G3843322,MAD,BRS,G3,2023-02-12
JU414745,CGK,NBO,JU,2023-02-12
QH545798,LIM,WAW,QH,2023-02-12
LA467484,AKL,OSL,LA,2023-02-12
U2580240,DEN,DUS,U2,2023-02-12
F9561664,BFS,DOH,F9,2023-02-12
SV206521,POS,PUJ,SV,2023-02-13
KC309164,CGK,EDI,KC,2023-02-13
WS452591,NCL,HAM,WS,2023-02-13
F9787579,DXB,BER,F9,2023-02-13
TS059486,KIN,CGK,TS,2023-02-13
AA191430,PUJ,YYZ,AA,2023-02-13
KQ915761,LHR,ORD,KQ,2023-02-13
PC928019,GLA,NCE,PC,2023-02-13
NK277753,BUD,GIG,NK,2023-02-13
ET717191,BOD,MXP,ET,2023-02-13
HX559537,LIM,NCE,HX,2023-02-13
AF736523,NUE,CHC,AF,2023-02-13
DT138654,GVA,BRS,DT,2023-02-13
Y4068902,EDI,TLS,Y4,2023-02-13
BA578609,BFS,HEL,BA,2023-02-13
GA711409,EZE,CWL,GA,2023-02-13
OS985395,POS,JNB,OS,2023-02-13
VY961006,WAW,MEX,VY,2023-02-13
IB464367,NUE,MUC,IB,2023-02-13
CX877734,CAI,GIG,CX,2023-02-13
BT976091,CHC,GVA,BT,2023-02-14
TP197809,NBO,DEL,TP,2023-02-14
AT628926,GIG,BOD,AT,2023-02-14
FI581582,DFW,POS,FI,2023-02-14
IB763465,SAL,GRU,IB,2023-02-14
KU801089,BCN,LEJ,KU,2023-02-14
AC878130,ARN,PTY,AC,2023-02-14
FR369984,CWL,EZE,FR,2023-02-14
AM310654,TLS,BOD,AM,2023-02-14
GA236360,LEJ,ZRH,GA,2023-02-14
RO563001,MNL,BHX,RO,2023-02-14
AT827254,LEJ,SJO,AT,2023-02-14
LA044175,SDQ,CDG,LA,2023-02-14
BT416665,CPH,CWL,BT,2023-02-14
AR767627,CGN,CGK,AR,2023-02-14
VB314749,FRA,BRU,VB,2023-02-14
EI797510,LPL,CGN,EI,2023-02-14
PR755244,CPH,BRU,PR,2023-02-14
VY257894,LAX,MEL,VY,2023-02-14
J2367904,NCL,DUB,J2,2023-02-14
FI337247,BKK,NCL,FI,2023-02-14
FR610061,MUC,STR,FR,2023-02-15
HX754271,NTE,HKG,HX,2023-02-15
UA104818,MRS,GVA,UA,2023-02-15
VY571167,NCE,DEN,VY,2023-02-15
U2917859,PUJ,MRS,U2,2023-02-15
J2478404,BOD,DEN,J2,2023-02-15
AH104650,BSL,MEX,AH,2023-02-15
KM155757,LEJ,HAM,KM,2023-02-15
JL429026,PUJ,STR,JL,2023-02-15
AI361962,YYZ,WLG,AI,2023-02-15
NH115344,PUJ,POS,NH,2023-02-15
RO802208,DUS,ATH,RO,2023-02-15
JT107402,GLA,LIM,JT,2023-02-15
TU609387,SAL,CAI,TU,2023-02-15
DT295079,HEL,DOH,DT,2023-02-15
KL686049,WLG,ICN,KL,2023-02-15
TU796474,OSL,SJO,TU,2023-02-15
TU750957,OSL,MAD,TU,2023-02-15
U2492090,WLG,NBO,U2,2023-02-15
HU023767,GRU,ICN,HU,2023-02-15
JT058136,BOG,SJO,JT,2023-02-15
UA493672,LYS,IST,UA,2023-02-15
IB971349,PRG,LIS,IB,2023-02-15
U2263111,HAN,FCO,U2,2023-02-15
VA330657,YYZ,GVA,VA,2023-02-15
ET118534,ATH,DXB,ET,2023-02-15
LA948645,HKG,BOM,LA,2023-02-15
AH908608,SGN,BCN,AH,2023-02-15
TP634234,IST,CAI,TP,2023-02-16
RJ431076,BSL,MXP,RJ,2023-02-16
KQ214858,CPH,PUJ,KQ,2023-02-16
QR424776,GLA,LAX,QR,2023-02-16
VA931488,BHX,EZE,VA,2023-02-16
GF951928,DEN,JNB,GF,2023-02-16
KC759643,LIS,FCO,KC,2023-02-16
SK329262,BHX,JNB,SK,2023-02-16
KC526184,LYS,AMS,KC,2023-02-16
FI130890,CHC,NCE,FI,2023-02-16
MS794750,LAX,HND,MS,2023-02-16
LA223603,OSL,GUA,LA,2023-02-16
FI581727,ATH,DFW,FI,2023-02-16
G3505343,SGN,LIS,G3,2023-02-16
AC832529,FCO,OSL,AC,2023-02-16
KL414902,NCE,DUB,KL,2023-02-16
OS619668,MAD,POS,OS,2023-02-16
VA475305,BOG,MEX,VA,2023-02-16
AA203445,MAD,CGN,AA,2023-02-16
RO289320,SCL,BSL,RO,2023-02-16
FR312214,DEL,STR,FR,2023-02-16
SK987738,BKK,SCL,SK,2023-02-16
EY379132,MUC,BKK,EY,2023-02-16
PR859970,ICN,ARN,PR,2023-02-16
EI369332,GVA,LHR,EI,2023-02-16
CZ134302,BOD,POS,CZ,2023-02-16
VS617404,BSB,VIE,VS,2023-02-16
TS578822,CPH,PEK,TS,2023-02-16
BT143238,POS,YYZ,BT,2023-02-16
U2795788,SIN,GRU,U2,2023-02-16
FI419300,HKG,NUE,FI,2023-02-16
TK776648,BOG,HAN,TK,2023-02-17
VA719680,HND,CHC,VA,2023-02-17
LH107926,BOM,SIN,LH,2023-02-17
G3815073,PEK,DEN,G3,2023-02-17
LO127225,LHR,NUE,LO,2023-02-17
PC779269,SCL,NBO,PC,2023-02-17
KC719782,SGN,ORD,KC,2023-02-17
VS694861,NTE,PRG,VS,2023-02-17
BA440050,GIG,BCN,BA,2023-02-17
KL307865,BFS,WAW,KL,2023-02-17
EY660089,BSL,ZRH,EY,2023-02-17
KU359666,NAS,HAM,KU,2023-02-17
EW418691,CPH,FCO,EW,2023-02-17
LX320461,BFS,HAN,LX,2023-02-17
TK350424,EZE,KEF,TK,2023-02-17
TU067518,BSL,OSL,TU,2023-02-17
TP798180,LAX,SJO,TP,2023-02-17
TS639027,BUD,STR,TS,2023-02-17
CA422734,ARN,FCO,CA,2023-02-17
GA994824,FRA,MAN,GA,2023-02-18
CX394671,ORD,PRG,CX,2023-02-18
RJ832506,SYD,MRS,RJ,2023-02-18
AA463898,NBO,ICN,AA,2023-02-18
HY746732,HAJ,DUS,HY,2023-02-18
HY550908,BER,HAM,HY,2023-02-18
FI921897,AKL,BKK,FI,2023-02-18
HU371543,LIM,MRS,HU,2023-02-18
BT993542,ATL,LIM,BT,2023-02-18
IB894687,GRU,HAM,IB,2023-02-18
TU066061,FCO,MUC,TU,2023-02-18
6E715116,KEF,LPL,6E,2023-02-18
Y4442770,POS,AMS,Y4,2023-02-18
UA540790,WLG,LBA,UA,2023-02-18
QF971803,BER,BSL,QF,2023-02-18
J2809145,PRG,MEX,J2,2023-02-18
BT249503,CGN,TLS,BT,2023-02-18
SA240545,GRU,BOD,SA,2023-02-18
JL594272,LIS,MRS,JL,2023-02-18
TR719564,BCN,BHX,TR,2023-02-19
CZ921852,CGK,EZE,CZ,2023-02-19
NH429957,MBJ,YYZ,NH,2023-02-19
VS727651,GLA,GIG,VS,2023-02-19
AD980821,PEK,CAI,AD,2023-02-19
SK690401,SJO,BUD,SK,2023-02-19
UL859561,PTY,AMS,UL,2023-02-19
MH441062,FRA,CDG,MH,2023-02-19
KC775612,HAM,PRG,KC,2023-02-19
AM902989,MAN,NBO,AM,2023-02-19
RO397233,LIM,GUA,RO,2023-02-19
SQ401264,NUE,SDQ,SQ,2023-02-19
MH882175,DXB,NCL,MH,2023-02-19
PC061128,GRU,DUS,PC,2023-02-19
FI123108,LEJ,SCL,FI,2023-02-19
HX355341,ATL,DXB,HX,2023-02-19
HU151032,PTY,LBA,HU,2023-02-19
QH245566,MEX,MNL,QH,2023-02-19
MS863258,NUE,IST,MS,2023-02-19
NH935694,DFW,CGK,NH,2023-02-19
OS215924,AKL,KEF,OS,2023-02-19
MH805006,DUB,MAD,MH,2023-02-19
AA668159,MEL,MBJ,AA,2023-02-19
AT185375,MXP,LAX,AT,2023-02-19
AS211772,HKG,AMS,AS,2023-02-19
GA500209,LPL,DUB,GA,2023-02-19
EK714505,ATL,BSL,EK,2023-02-19
FZ770963,JNB,MEL,FZ,2023-02-19
MK099831,WLG,HAJ,MK,2023-02-20
SA286411,EDI,ZRH,SA,2023-02-20
AH935541,HND,GUA,AH,2023-02-20
EY515755,MBJ,ARN,EY,2023-02-20
KL216622,EDI,LHR,KL,2023-02-20
EY598143,EDI,HND,EY,2023-02-20
MK775791,NCL,OSL,MK,2023-02-20
TU486192,NBO,ORD,TU,2023-02-20
VA676652,DUS,FCO,VA,2023-02-20
JU282689,LEJ,LPL,JU,2023-02-20
WB111844,HND,OSL,WB,2023-02-20
KQ564392,MXP,SIN,KQ,2023-02-20
SV413937,VIE,OSL,SV,2023-02-20
ET642998,DEL,SJO,ET,2023-02-20
AV043449,EDI,BFS,AV,2023-02-20
LX394481,BUD,NUE,LX,2023-02-20
HU339735,CPH,CDG,HU,2023-02-20
GA832387,DOH,TLS,GA,2023-02-21
BT010103,BOG,CHC,BT,2023-02-21
AH851509,SYD,OSL,AH,2023-02-21
DT724481,ZRH,JNB,DT,2023-02-21
WS744991,ZRH,CPH,WS,2023-02-21
LH962448,BKK,WLG,LH,2023-02-21
U2568205,GVA,PUJ,U2,2023-02-21
JA827895,MAN,BOM,JA,2023-02-21
F9659986,MEX,SGN,F9,2023-02-21
MS118560,GRU,NTE,MS,2023-02-21
Y4153579,GIG,VIE,Y4,2023-02-21
AH615567,BRU,LPL,AH,2023-02-21
KC619179,BOM,SYD,KC,2023-02-21
F9688901,NUE,DEN,F9,2023-02-21
MU550323,DEN,NUE,MU,2023-02-21
KE303202,PTY,LIS,KE,2023-02-21
MU245875,NCL,BFS,MU,2023-02-21
MK704838,ICN,NCE,MK,2023-02-21
LH195124,CGK,MRS,LH,2023-02-21
SK523845,DEN,BCN,SK,2023-02-22
JT322435,GUA,ATL,JT,2023-02-22
UK632031,WLG,NAS,UK,2023-02-22
6E536487,CWL,LHR,6E,2023-02-22
EY741550,MXP,YYZ,EY,2023-02-22
PC176666,BKK,BSB,PC,2023-02-22
AA245699,HKG,SYD,AA,2023-02-22
FJ424979,NCE,LBA,FJ,2023-02-22
TP257612,OSL,SCL,TP,2023-02-22
KM414555,LIM,PTY,KM,2023-02-22
MH113600,DUS,MAD,MH,2023-02-22
H2408669,BCN,HND,H2,2023-02-22
MS369342,BOG,MBJ,MS,2023-02-22
OB863016,PTY,LPL,OB,2023-02-22
TG178604,DFW,BOM,TG,2023-02-22
MH167390,NBO,DFW,MH,2023-02-22
RO432515,BRU,GRU,RO,2023-02-22
U2619569,EZE,CGK,U2,2023-02-22
JU417253,HAJ,ICN,JU,2023-02-22
LA327443,CAI,HAN,LA,2023-02-22
B6397525,MAN,SAL,B6,2023-02-22
NZ581838,MRS,SAL,NZ,2023-02-23
ET600643,CDG,BCN,ET,2023-02-23
SV262871,CAI,CDG,SV,2023-02-23
SK985046,DOH,FRA,SK,2023-02-23
SQ155121,ATL,VIE,SQ,2023-02-23
HY998682,HAJ,CHC,HY,2023-02-23
TR459709,BER,LPL,TR,2023-02-23
OS585961,BOD,DEL,OS,2023-02-23
TP864767,DEN,DUB,TP,2023-02-23
NZ699833,KIN,WAW,NZ,2023-02-23
QR552162,MAN,CPH,QR,2023-02-23
SA864720,EDI,NBO,SA,2023-02-23
AH378309,AKL,LBA,AH,2023-02-23
GA069640,HAM,SJO,GA,2023-02-23
AY004618,MAD,PTY,AY,2023-02-23
NH574229,ORD,PRG,NH,2023-02-23
Y4945901,SIN,FCO,Y4,2023-02-23
6E336129,ICN,YYZ,6E,2023-02-23
AA772941,POS,IST,AA,2023-02-23
NH629096,HAV,CGN,NH,2023-02-23
NZ644009,BER,ORD,NZ,2023-02-23
SV733466,DXB,FCO,SV,2023-02-23
